,recency_days,tenure_days,frequency,monetary,invoice_amount_std,avg_ticket,avg_ticket_std,avg_items,avg_items_std,age,mean_gap_days,std_gap_days,cv_gap,monetary_recent_ratio,freq_recent_ratio,durable_share,fmcg_share,clothing_share,top_category_share,category_entropy,pay_cash_share,pay_credit_share,noncash_share,MK,TKO,ST,CYB,topcat_Books,topcat_Electronics,topcat_Toys,topcat_other,price_quantile_median,price_quantile_iqr,gender_F,gender_M,price_bin_0,price_bin_1,price_bin_2,price_bin_3
C00206,47,662,8,10.260302886619703,7.984963518699433,8.181106280547521,7.984963518699433,3.375,0.6503051165062174,47.0,4.487029943683866,3.9168350232439852,0.44498623991530567,0.016485712405911842,0.124999999984375,0.4444444444444444,0.37037037037037035,0.18518518518518517,0.2962962962962963,1.5727393252659347,1.0,0.0,0.0,0.25,0.625,0.125,0.0,False,False,True,0,0.4999438517686693,0.11958169567658622,True,False,0.18518518518518517,0.2962962962962963,0.14814814814814814,0.37037037037037035
C00207,377,624,3,9.549699152802976,8.185587442739763,8.451229299364467,8.185587442739763,3.6666666666666665,0.4557463944083262,32.0,4.824305715904762,4.5591262474866845,0.568253906717547,0.0,0.0,0.6363636363636364,0.36363636363636365,0.0,0.45454545454545453,1.2882523050229004,1.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,False,False,True,0,0.7058955642897249,0.3223750701852891,True,False,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.45454545454545453
C00208,9,707,11,9.725992927341206,7.611772605369209,7.328694587162691,7.611772605369209,2.909090909090909,0.9933507898321869,30.0,4.259859000699674,4.2609222421872195,0.6936865589201641,0.15276260859854182,0.2727272727024793,0.21875,0.625,0.15625,0.40625,1.4703010102046776,0.0,0.0,1.0,0.36363636363636365,0.2727272727272727,0.0,0.36363636363636365,False,False,False,1,0.3526108927568782,0.07804604154969119,False,True,0.4375,0.15625,0.21875,0.1875
C00209,200,512,3,9.015356586455828,7.869500084940721,7.91698732651005,7.869500084940721,3.3333333333333335,0.7676517525907619,28.0,5.056245805348308,4.343805421853684,0.39688136441467303,0.0,0.0,0.6,0.30000000000000004,0.1,0.5,1.3592367006650066,0.0,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,False,False,True,0,0.5843346434587311,0.20867490174059522,True,False,0.1,0.1,0.3,0.5
C00210,98,477,4,9.867359213062933,7.948214071188519,8.481220358186155,7.948214071188519,3.5,0.6931471805599453,28.0,4.846808319938465,4.303066516974786,0.4556839563321228,0.0,0.0,0.5,0.3571428571428571,0.14285714285714285,0.2857142857142857,1.5740973368489728,0.0,0.0,1.0,0.25,0.25,0.0,0.5,False,False,True,0,0.5240033688938799,0.4368893879842785,True,False,0.35714285714285715,0.14285714285714285,0.14285714285714285,0.35714285714285715
C00212,224,642,5,9.85033568997499,7.778073400498728,8.241108673257958,7.778073400498728,3.2,0.8345775047772536,63.0,4.658710952916121,4.162127657800416,0.4730372408967234,0.0,0.0,0.5625,0.25,0.1875,0.3125,1.3705023899189088,0.0,1.0,1.0,0.2,0.4,0.2,0.2,False,False,True,0,0.4166760247052218,0.4473329590117911,True,False,0.3125,0.0,0.25,0.4375
C00213,203,582,3,8.837576695687865,8.18346917272687,7.739254713120545,8.18346917272687,2.3333333333333335,0.9272406547120959,64.0,5.249652194566756,4.757891273005756,0.4759227520829323,0.0,0.0,0.2857142857142857,0.7142857142857142,0.0,0.42857142857142855,1.277034259466139,0.0,1.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,True,False,False,0,0.3790005614823133,0.15404267265581134,False,True,0.2857142857142857,0.42857142857142855,0.0,0.2857142857142857
C00214,81,729,7,10.075256964089625,8.223471649936474,8.129599435127036,8.223471649936474,3.142857142857143,0.7270871325290131,67.0,4.6913478822291435,4.398036993541859,0.5558581384536128,0.4434456783739119,0.1428571428367347,0.5,0.36363636363636365,0.13636363636363635,0.3181818181818182,1.5544328269016834,0.0,1.0,1.0,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.0,False,False,True,0,0.503312745648512,0.40595171252105555,True,False,0.18181818181818182,0.22727272727272727,0.2727272727272727,0.3181818181818182
C00215,31,720,5,9.475280546705568,7.8986365140314625,7.86614948792693,7.8986365140314625,3.0,0.7996422445006162,20.0,5.1547356380700124,4.423715787205436,0.39096524349231976,0.057041111741154095,0.19999999996,0.6,0.26666666666666666,0.13333333333333333,0.4666666666666667,1.2454410537617744,0.0,1.0,1.0,0.6,0.0,0.0,0.4,False,False,True,0,0.7058955642897249,0.280628860190904,True,False,0.06666666666666667,0.26666666666666666,0.26666666666666666,0.4
C00217,10,712,9,10.322201505808819,8.061315754240232,8.125240050795409,8.061315754240232,2.888888888888889,0.9308209522248956,25.0,4.485823428355525,4.058577359155634,0.49976912253456623,0.21951136069443417,0.11111111109876542,0.5,0.23076923076923078,0.2692307692307692,0.34615384615384615,1.506817945102198,1.0,0.0,0.0,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.1111111111111111,False,False,True,0,0.48747894441325096,0.23548568220101068,False,True,0.19230769230769232,0.23076923076923078,0.19230769230769232,0.38461538461538464
C00218,91,647,7,9.77592743914239,7.648240996652451,7.830358047969972,7.648240996652451,3.0,0.6931471805599453,36.0,4.539742380665636,4.309852132469615,0.5835580070337582,0.0,0.0,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.3333333333333333,1.5040512019194194,0.0,1.0,1.0,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.42857142857142855,True,False,False,0,0.4609208309938237,0.1414935429533969,False,True,0.19047619047619047,0.19047619047619047,0.42857142857142855,0.19047619047619047
C00219,138,497,4,9.429755380907244,7.6567067871578764,8.043701887296937,7.6567067871578764,4.25,0.6716309107725504,30.0,4.7930319231576615,4.212940694221456,0.44222711753989014,0.0,0.0,0.3529411764705882,0.35294117647058826,0.29411764705882354,0.29411764705882354,1.478751524647954,0.0,0.0,1.0,0.25,0.25,0.0,0.5,False,False,False,1,0.564486243683324,0.1370999438517687,True,False,0.11764705882352941,0.11764705882352941,0.47058823529411764,0.29411764705882354
C00221,162,631,6,9.952698104520696,8.033426744220915,8.161176602143078,8.033426744220915,2.1666666666666665,0.6847077083112325,25.0,4.551769409260976,4.346851429282945,0.5948388549292061,0.0,0.0,0.5384615384615385,0.23076923076923078,0.23076923076923078,0.3076923076923077,1.377819508039033,0.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False,True,0,0.680235822571589,0.3911145423919146,False,True,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.6153846153846154
C00222,179,432,4,9.396118448118374,7.925374785571577,8.01007319333081,7.925374785571577,3.25,0.6716309107725503,55.0,4.446565155811452,4.275087800127298,0.6100648738219893,0.0,0.0,0.5384615384615385,0.23076923076923078,0.23076923076923078,0.38461538461538464,1.4791328074296435,1.0,0.0,0.0,0.0,0.5,0.5,0.0,False,False,True,0,0.4323413812464907,0.22523862998315547,False,True,0.07692307692307693,0.3076923076923077,0.23076923076923078,0.38461538461538464
C00223,38,702,5,9.989485874892482,8.116734664173023,8.380231464774925,8.116734664173023,3.0,0.9482307085514864,30.0,5.117993812416755,4.695303409768265,0.5027157418896949,0.6430338209201869,0.39999999992,0.5333333333333333,0.26666666666666666,0.2,0.3333333333333333,1.5124035237566442,0.0,0.0,1.0,0.0,0.4,0.2,0.4,False,False,True,0,0.7058955642897249,0.24649073554183049,True,False,0.13333333333333333,0.06666666666666667,0.3333333333333333,0.4666666666666667
C00224,59,684,4,9.709880351755114,8.065674186140546,8.323768016989503,8.065674186140546,4.0,0.596909690446534,27.0,5.343927877800089,4.861290613380065,0.47953059317880936,0.4166705605987624,0.2499999999375,0.5,0.3125,0.1875,0.375,1.461472129304024,0.0,0.0,1.0,0.75,0.25,0.0,0.0,False,False,True,0,0.5720662549129703,0.12359629421673213,False,True,0.0625,0.25,0.375,0.3125
C00225,60,707,8,10.312704613259019,8.433149774698947,8.233495504082661,8.433149774698947,3.0,1.0740628088010393,34.0,4.537197202401885,4.304735216384361,0.5824031806303126,0.09343422854252363,0.24999999996875,0.5833333333333333,0.2916666666666667,0.125,0.3333333333333333,1.506578416260373,0.0,0.0,1.0,0.125,0.25,0.25,0.375,False,False,True,0,0.5899775407074677,0.5139949466591802,True,False,0.08333333333333333,0.25,0.20833333333333334,0.4583333333333333
C00226,18,489,7,10.192621071130146,8.144391278443704,8.246935570500993,8.144391278443704,3.4285714285714284,0.8208444718580477,35.0,4.375757021660286,4.338904069687931,0.6746557293071686,0.33566416021328555,0.2857142856734694,0.5833333333333334,0.25,0.16666666666666666,0.4166666666666667,1.4677339293271523,0.0,1.0,1.0,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.2857142857142857,False,False,True,0,0.520550252667041,0.16656372824256033,True,False,0.125,0.20833333333333334,0.2916666666666667,0.375
C00228,103,555,4,9.231939423950584,7.842263704394378,7.845938609502807,7.842263704394378,3.0,1.0387709348496783,40.0,5.02168513028284,4.444065364985467,0.44360861992876527,0.0,0.0,0.5833333333333334,0.3333333333333333,0.08333333333333333,0.5,1.3579778549873243,1.0,0.0,0.0,0.5,0.0,0.0,0.5,False,False,True,0,0.5955362156092083,0.32237507018528916,True,False,0.08333333333333333,0.08333333333333333,0.3333333333333333,0.5
C00229,4,711,4,9.052847613620838,8.033391970562077,7.6669043625389275,8.033391970562077,3.25,0.9162907318741551,65.0,5.466652681367251,5.293053787268308,0.6097426249259558,0.7861242848428514,0.2499999999375,0.46153846153846156,0.5384615384615385,0.0,0.38461538461538464,1.2202821662722372,1.0,0.0,0.0,0.0,0.25,0.25,0.5,True,False,False,0,0.3470241437394722,0.10982594048287475,False,True,0.15384615384615385,0.38461538461538464,0.3076923076923077,0.15384615384615385
C00230,202,548,7,10.07519674688235,8.071014610047325,8.129539233130375,8.071014610047325,3.5714285714285716,0.9625432742127613,25.0,4.071871706370042,3.9191595176475422,0.6183809836781127,0.0,0.0,0.48,0.44000000000000006,0.08,0.36,1.4739277884275228,0.0,0.0,1.0,0.0,0.2857142857142857,0.14285714285714285,0.5714285714285714,False,False,True,0,0.368107804604155,0.4680797304884896,True,False,0.28,0.32,0.04,0.36
C00232,261,642,7,9.969900565715237,8.076534960278607,8.024271100557435,8.076534960278607,3.7142857142857144,0.9948564871722189,20.0,4.1666652238017265,3.860956031643532,0.5495381955220148,0.0,0.0,0.5,0.34615384615384615,0.15384615384615385,0.34615384615384615,1.530720777776953,0.0,1.0,1.0,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.0,False,False,True,0,0.4009545199326221,0.40460415496911845,True,False,0.19230769230769232,0.2692307692307692,0.15384615384615385,0.38461538461538464
C00233,1,685,10,10.624783561208584,8.041403874116641,8.322417199114431,8.041403874116641,2.4,0.6115433614545654,34.0,4.343805421853684,4.443133437720531,0.7446966626676643,0.16107138994116177,0.09999999999,0.625,0.2916666666666667,0.08333333333333333,0.3333333333333333,1.4116473906265248,1.0,0.0,0.0,0.5,0.3,0.2,0.0,False,False,True,0,0.7058955642897249,0.37255755193711393,True,False,0.125,0.20833333333333334,0.125,0.5416666666666666
C00235,56,582,4,10.167016907253078,8.064305670619108,8.780837789752564,8.064305670619108,3.0,0.881373587019543,35.0,5.172376143190189,4.553217003982122,0.42902813809687296,0.2539644731266309,0.2499999999375,0.8333333333333334,0.08333333333333333,0.08333333333333333,0.4166666666666667,1.14370838942625,0.0,0.0,1.0,0.5,0.25,0.0,0.25,False,True,False,0,0.716619876473891,0.27021336327905665,False,True,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.6666666666666666
C00236,555,626,3,9.557623954809046,8.064856049159854,8.45915297713983,8.064856049159854,3.3333333333333335,0.7676517525907618,22.0,3.597312260588446,3.56953269648137,0.6789625455541056,0.0,0.0,0.6000000000000001,0.4,0.0,0.4,1.2798542258336676,1.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,False,False,True,0,0.5933183604716451,0.2746771476698484,True,False,0.2,0.2,0.1,0.5
C00237,23,436,3,9.593097596615461,8.290438830271716,8.494621694335656,8.290438830271716,3.3333333333333335,1.125470359664562,20.0,5.335131339670753,4.0163830207523885,0.23421999492059478,0.5263016105337032,0.3333333332222222,0.6,0.4,0.0,0.3,1.313834033192747,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,False,True,False,0,0.48747894441325096,0.022122403144300917,True,False,0.2,0.2,0.2,0.4
C00238,69,378,4,10.06636164395644,8.163975104256044,8.680194729439782,8.163975104256044,2.75,0.9162907318741552,36.0,4.6443908991413725,4.184931477378182,0.4873820826186524,0.19238663588928337,0.2499999999375,0.7272727272727273,0.09090909090909091,0.18181818181818182,0.45454545454545453,1.240684291953396,0.0,0.0,1.0,0.25,0.0,0.25,0.5,False,True,False,0,0.8366086468276249,0.02226277372262775,True,False,0.0,0.09090909090909091,0.09090909090909091,0.8181818181818182
C00239,83,697,9,10.678168417173215,8.257051728812446,8.524813637477244,8.257051728812446,3.888888888888889,0.5775881474589166,31.0,4.353498551059343,4.06435036075752,0.5571152767727297,0.17826290944150547,0.22222222219753085,0.5428571428571428,0.3142857142857143,0.14285714285714285,0.2857142857142857,1.5549306278893085,0.0,1.0,1.0,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.3333333333333333,False,False,True,0,0.7122964626614262,0.22414373947220667,True,False,0.2,0.11428571428571428,0.2,0.4857142857142857
C00240,195,378,3,9.012300324434756,8.109168935408643,7.913931808293958,8.109168935408643,3.0,1.0986122886681098,45.0,4.52720864451838,2.740840023925201,0.14710012182909651,0.0,0.0,0.6666666666666667,0.2222222222222222,0.1111111111111111,0.5555555555555556,1.1490596969706202,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.6666666666666666,False,False,True,0,0.5312184166198765,0.14118472768107815,False,True,0.1111111111111111,0.2222222222222222,0.4444444444444444,0.2222222222222222
C00241,80,714,9,10.674189810720547,7.858313047509737,8.47715029147112,7.858313047509737,3.7777777777777777,0.7385537318656519,43.0,4.385146762010125,4.19243684625638,0.6002143744088049,0.027769558448912914,0.11111111109876542,0.38235294117647056,0.4411764705882353,0.17647058823529413,0.2647058823529412,1.595535151512686,0.0,0.0,1.0,0.2222222222222222,0.5555555555555556,0.1111111111111111,0.1111111111111111,True,False,False,0,0.4437394722066255,0.1782144862436833,True,False,0.23529411764705882,0.17647058823529413,0.17647058823529413,0.4117647058823529
C00242,130,676,6,9.748376411613746,7.869841567895468,7.956908846713201,7.869841567895468,3.8333333333333335,0.7742870681652403,48.0,4.702296896718814,4.513693903591386,0.6024241086442215,0.0,0.0,0.3913043478260869,0.30434782608695654,0.30434782608695654,0.30434782608695654,1.5481559970055085,0.0,0.0,1.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,False,False,False,1,0.4286917462099944,0.38465749578888264,False,True,0.21739130434782608,0.2608695652173913,0.34782608695652173,0.17391304347826086
C00243,124,616,2,9.578291203473041,7.020998744002778,8.828728272870409,7.020998744002778,3.0,0.0,58.0,6.20050917404269,0.0,0.0,0.0,0.0,0.8333333333333333,0.16666666666666666,0.0,0.5,1.0114042647073518,1.0,0.0,0.0,0.5,0.0,0.5,0.0,False,True,False,0,0.7705783267827063,0.06468276249298133,True,False,0.0,0.16666666666666666,0.0,0.8333333333333334
C00244,12,543,4,9.804665613717884,8.464684713913355,8.418536819349919,8.464684713913355,3.0,0.881373587019543,58.0,5.181783550292085,4.326121350661284,0.3518906761851151,0.02346128625584126,0.2499999999375,0.5833333333333333,0.08333333333333333,0.3333333333333333,0.3333333333333333,1.286057336874379,0.0,1.0,1.0,0.25,0.25,0.25,0.25,False,False,False,1,0.6341381246490736,0.23982313307130831,False,True,0.0,0.3333333333333333,0.16666666666666666,0.5
C00245,24,689,7,9.896975897654146,7.991749528927152,7.951367662888667,7.991749528927152,1.8571428571428572,0.6417146190238269,46.0,4.717009667743627,4.566325554457509,0.6199619306555246,0.01539418567138291,0.1428571428367347,0.6153846153846154,0.3076923076923077,0.07692307692307693,0.38461538461538464,1.4791328074296435,0.0,0.0,1.0,0.0,0.2857142857142857,0.42857142857142855,0.2857142857142857,False,False,True,0,0.5312184166198765,0.3859067939359911,False,True,0.15384615384615385,0.15384615384615385,0.23076923076923078,0.46153846153846156
C00247,336,662,4,9.229660529961583,7.997360119753028,7.843660385139867,7.997360119753028,4.25,0.6716309107725503,55.0,4.697445462097262,4.557237417788642,0.6248541534714519,0.0,0.0,0.411764705882353,0.5294117647058824,0.058823529411764705,0.35294117647058826,1.374569197189099,0.0,1.0,1.0,0.0,0.5,0.0,0.5,False,False,False,1,0.3837170129140932,0.23806850084222347,True,False,0.29411764705882354,0.17647058823529413,0.35294117647058826,0.17647058823529413
C00248,123,624,4,9.988458557715525,7.928527049639702,8.60230196794226,7.928527049639702,3.75,0.8146148592237981,56.0,5.123963979403259,5.1662397909046645,0.7146350226328984,0.0,0.0,0.5333333333333333,0.2,0.26666666666666666,0.3333333333333333,1.3624474851916286,0.0,1.0,1.0,0.5,0.25,0.25,0.0,False,False,True,0,0.7214766984839978,0.1559657495788883,True,False,0.06666666666666667,0.2,0.2,0.5333333333333333
C00249,6,719,5,9.587749567937514,7.903168761598911,7.9785858720855005,7.903168761598911,4.2,0.607948719172978,64.0,5.188781479479729,4.063486806427013,0.2782130165138113,0.37009025638350707,0.19999999996,0.47619047619047616,0.5238095238095237,0.0,0.38095238095238093,1.291209434290213,0.0,0.0,1.0,0.4,0.0,0.2,0.4,False,False,True,0,0.28439079169006176,0.18489612577203818,False,True,0.38095238095238093,0.23809523809523808,0.19047619047619047,0.19047619047619047
C00250,291,713,9,9.746802747858375,7.49401402713975,7.550045911872061,7.49401402713975,3.3333333333333335,0.7996422445006162,57.0,3.984343667007772,4.107162950121514,0.7576032374080404,0.0,0.0,0.3333333333333333,0.5,0.16666666666666666,0.3,1.5147109060580426,1.0,0.0,0.0,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.1111111111111111,True,False,False,0,0.5533969679955082,0.18613138686131392,False,True,0.23333333333333334,0.13333333333333333,0.3333333333333333,0.3
C00251,10,627,5,10.265591333635475,8.176059347235231,8.656292653530233,8.176059347235231,3.8,0.6079487191729779,40.0,5.045036720813588,4.232899528901992,0.3648536484004811,0.061364006633718715,0.19999999996,0.5263157894736842,0.3684210526315789,0.10526315789473684,0.2631578947368421,1.5590869899061888,0.0,1.0,1.0,0.0,0.4,0.6,0.0,False,True,False,0,0.5892195395845031,0.18422234699606965,False,True,0.10526315789473684,0.21052631578947367,0.21052631578947367,0.47368421052631576
C00252,45,712,6,10.149539882452045,8.366926095069248,8.357975864449172,8.366926095069248,3.1666666666666665,0.5611989071173201,59.0,4.900820428089049,4.730547805334898,0.6109937268479353,0.004159771181308391,0.16666666663888888,0.631578947368421,0.3684210526315789,0.0,0.42105263157894735,1.3117166587242224,0.0,1.0,1.0,0.0,0.3333333333333333,0.16666666666666666,0.5,False,False,True,0,0.5073273441886581,0.3030039303761932,True,False,0.3157894736842105,0.10526315789473684,0.15789473684210525,0.42105263157894735
C00253,139,272,4,9.71337190054116,7.875160022365872,8.327258931387433,7.875160022365872,2.5,0.6931471805599453,47.0,3.8140425970679424,3.543536272439129,0.5639760131433088,0.0,0.0,0.8,0.2,0.0,0.5,1.0296530140645737,1.0,0.0,0.0,0.5,0.5,0.0,0.0,False,False,True,0,0.7224873666479505,0.05909601347557558,True,False,0.3,0.0,0.0,0.7
C00254,19,315,4,9.671716264105934,8.038337869340054,8.285611009803592,8.038337869340054,3.5,0.45574639440832615,56.0,4.601831284722577,3.6636366141943832,0.32581909927034275,0.049356462640785456,0.2499999999375,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.42857142857142855,1.4750763110546947,0.0,1.0,1.0,0.0,0.75,0.0,0.25,False,False,True,0,0.6005614823133072,0.13444693992139245,False,True,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.42857142857142855
C00255,115,719,7,10.678168417173215,8.100329949855565,8.732519294522223,8.100329949855565,3.0,0.7676517525907618,39.0,4.621699487939302,4.127119695362822,0.4737162400155041,0.0,0.0,0.6666666666666666,0.19047619047619047,0.14285714285714285,0.38095238095238093,1.4265337291131528,0.0,1.0,1.0,0.42857142857142855,0.14285714285714285,0.0,0.42857142857142855,False,True,False,0,0.8261089275687816,0.0592925322852329,False,True,0.047619047619047616,0.14285714285714285,0.047619047619047616,0.7619047619047619
C00256,170,701,4,9.66444261667264,7.923935768032617,8.278338742749728,7.923935768032617,3.75,0.8146148592237981,56.0,5.181783550292085,4.915307577978501,0.5680106222172188,0.0,0.0,0.33333333333333337,0.5333333333333333,0.13333333333333333,0.3333333333333333,1.5472867333409475,0.0,0.0,1.0,0.0,0.5,0.0,0.5,True,False,False,0,0.33138686131386863,0.10659741718135879,True,False,0.3333333333333333,0.2,0.2,0.26666666666666666
C00257,226,663,3,8.964672543033291,8.181050379766562,7.866315916646929,8.181050379766562,3.0,1.005052538742381,26.0,5.391352232515226,3.7954891891721947,0.18155848922469214,0.0,0.0,0.2222222222222222,0.6666666666666666,0.1111111111111111,0.3333333333333333,1.464816384890813,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,False,False,False,1,0.3227400336889388,0.16507580011229644,False,True,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.2222222222222222
C00258,68,593,4,9.381052297038371,7.762367384144658,7.995010823261046,7.762367384144658,3.5,1.0698198067208364,40.0,5.170483995038151,5.016676086390912,0.6187587420035991,0.4439209509893398,0.2499999999375,0.42857142857142855,0.3571428571428571,0.21428571428571427,0.2857142857142857,1.5124511784664483,0.0,1.0,1.0,0.25,0.25,0.25,0.25,False,False,False,1,0.36967995508141493,0.1807973048848961,True,False,0.35714285714285715,0.14285714285714285,0.21428571428571427,0.2857142857142857
C00259,64,690,6,9.859656347379707,7.850251535657962,8.068158045540017,7.850251535657962,3.0,0.9357769712751458,48.0,4.837867950107113,4.641486622021982,0.5989874278257572,0.021443673395393444,0.16666666663888888,0.38888888888888884,0.38888888888888884,0.2222222222222222,0.2222222222222222,1.5999714209268678,0.0,0.0,1.0,0.16666666666666666,0.3333333333333333,0.0,0.5,False,False,False,1,0.5639528354856822,0.2471504772599663,True,False,0.2777777777777778,0.2777777777777778,0.16666666666666666,0.2777777777777778
C00260,159,629,8,10.274594108007854,7.8632071359571505,8.195394026820217,7.8632071359571505,3.0,0.9568826012838838,50.0,4.221606341833028,3.534809239817366,0.40265166828097365,0.0,0.0,0.5,0.20833333333333331,0.2916666666666667,0.2916666666666667,1.5125512105117331,1.0,0.0,0.0,0.125,0.5,0.25,0.125,False,False,False,1,0.7058955642897249,0.1821869736103312,False,True,0.125,0.16666666666666666,0.16666666666666666,0.5416666666666666
C00261,206,657,7,10.600483068744522,8.219964609609868,8.654722332385532,8.219964609609868,3.2857142857142856,0.5629980308512322,34.0,4.33292392166615,4.2181309314158595,0.6366339172791546,0.0,0.0,0.6086956521739131,0.30434782608695654,0.08695652173913043,0.30434782608695654,1.5063615742605336,1.0,0.0,0.0,0.14285714285714285,0.42857142857142855,0.0,0.42857142857142855,False,True,False,0,0.7058955642897249,0.2331555306007861,False,True,0.13043478260869565,0.13043478260869565,0.2608695652173913,0.4782608695652174
C00262,347,617,2,8.814144669875168,8.183374749968186,8.121146094286331,8.183374749968186,3.0,1.342454046453526,20.0,5.602118820879701,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.16666666666666666,0.3333333333333333,1.5607104090414063,0.0,1.0,1.0,0.5,0.5,0.0,0.0,False,False,True,0,0.5604154969118473,0.25704660303200455,True,False,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333
C00264,582,626,3,9.974309882875591,8.3544821526646,8.828728272870409,8.3544821526646,4.333333333333333,0.4557463944083262,33.0,3.1354942159291497,2.833213344056216,0.5465437063489311,0.0,0.0,0.46153846153846156,0.38461538461538464,0.15384615384615385,0.3076923076923077,1.4985690796770057,1.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,False,True,False,0,0.5905670971364402,0.3155249859629422,False,True,0.23076923076923078,0.15384615384615385,0.15384615384615385,0.46153846153846156
C00265,337,437,2,9.521250082027267,6.648820897662892,8.828176176786174,6.648820897662892,3.5,1.1382560993413577,45.0,4.61512051684126,0.0,0.0,0.0,0.0,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.2857142857142857,1.5498260458782016,0.0,0.0,1.0,0.0,0.5,0.5,0.0,False,True,False,0,0.6336608646827625,0.22518248175182476,False,True,0.14285714285714285,0.2857142857142857,0.0,0.5714285714285714
C00267,54,177,3,9.480710961653074,8.014521283999171,8.382251280669058,8.014521283999171,4.0,0.6931471805599453,33.0,4.135166556742356,2.4423470353692043,0.15762894420121185,0.06838478269164205,0.3333333332222222,0.25,0.5833333333333333,0.16666666666666666,0.3333333333333333,1.5171063970610277,0.0,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,True,False,False,0,0.39752947782144865,0.2206906232453678,True,False,0.25,0.3333333333333333,0.16666666666666666,0.25
C00268,184,726,5,9.652318685089302,8.05158734391162,8.043137845039203,8.05158734391162,3.2,0.9719780738352177,31.0,4.916324614625014,4.430045259386547,0.47751783450891483,0.0,0.0,0.5,0.3125,0.1875,0.375,1.5154125178887332,1.0,0.0,0.0,0.2,0.8,0.0,0.0,False,False,True,0,0.45805727119595735,0.20426726558113423,False,True,0.1875,0.3125,0.1875,0.3125
C00269,232,643,5,9.865298027525554,8.314265649840005,8.256067879130429,8.314265649840005,3.2,0.8345775047772536,22.0,4.641984159110808,4.132419123561041,0.468046247041762,0.0,0.0,0.375,0.25,0.375,0.375,1.482709508903449,0.0,1.0,1.0,0.2,0.4,0.0,0.4,False,False,False,1,0.45642897248736664,0.1887142055025267,False,True,0.1875,0.3125,0.125,0.375
C00270,77,642,7,10.263332367122171,8.023832817891284,8.317631531540364,8.023832817891284,3.2857142857142856,0.8671555780502125,46.0,4.555629740427955,4.369675450079322,0.6035011793156715,0.21903315778785423,0.1428571428367347,0.5217391304347826,0.43478260869565216,0.043478260869565216,0.34782608695652173,1.3875578475605919,0.0,1.0,1.0,0.5714285714285714,0.2857142857142857,0.0,0.14285714285714285,True,False,False,0,0.520550252667041,0.1299831555306008,False,True,0.08695652173913043,0.21739130434782608,0.34782608695652173,0.34782608695652173
C00271,0,710,4,9.869155908383936,8.633303570187431,8.483016774382328,8.633303570187431,2.75,0.9162907318741551,27.0,5.470869131746186,5.710338391484422,0.8205363291059752,0.9817180897142013,0.7499999998125,0.6363636363636364,0.18181818181818182,0.18181818181818182,0.36363636363636365,1.3421131789144003,0.0,0.0,1.0,0.25,0.75,0.0,0.0,False,False,True,0,0.4827905670971364,0.1813166760247052,False,True,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.5454545454545454
C00272,128,725,3,9.136267476130357,8.045096145886792,8.037870541332557,8.045096145886792,2.0,0.6931471805599453,23.0,5.702114417555504,5.090678001769792,0.43245655664930777,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,1.0986122886681096,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,False,True,False,0,0.2969118472768108,0.410078607523863,True,False,0.3333333333333333,0.16666666666666666,0.0,0.5
C00273,107,321,3,9.706132354732295,7.587940441567604,8.60764187631077,7.587940441567604,3.0,0.0,63.0,4.68213122712422,3.4657359027997265,0.2544248506931991,0.0,0.0,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.3333333333333333,1.464816384890813,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,False,True,False,0,0.7058955642897249,0.31858506457046604,True,False,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.5555555555555556
