,recency_days,tenure_days,frequency,monetary,invoice_amount_std,avg_ticket,avg_ticket_std,avg_items,avg_items_std,age,mean_gap_days,std_gap_days,cv_gap,monetary_recent_ratio,freq_recent_ratio,recent_90d_monetary,durable_share,fmcg_share,clothing_share,top_category_share,category_entropy,pay_cash_share,pay_credit_share,noncash_share,MK,TKO,ST,CYB,topcat_Books,topcat_Electronics,topcat_Toys,topcat_other,price_quantile_median,price_quantile_iqr,gender_F,gender_M,price_bin_0,price_bin_1,price_bin_2,price_bin_3
C00603,43,672,6,3537.29,208.4964570842072,589.5483333333333,208.4964570842072,2.0,0.8944271909999159,29.0,125.8,143.96860768931538,1.1444245444210728,0.18393459399704748,0.16666666663888888,650.63,0.5,0.5,0.0,0.5,1.0114042647073518,1.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,False,False,True,0,0.39491858506457045,0.14449747332959018,True,False,0.16666666666666666,0.25,0.5,0.08333333333333333
C00619,11,353,3,1590.38,368.05963502309424,530.1266666666667,368.05963502309424,1.6666666666666667,0.5773502691896257,67.0,171.0,127.0,0.742690058475189,0.8373344735215248,0.6666666664444444,1331.68,0.0,0.8,0.2,0.6,0.9502705392332347,0.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.3333333333333333,True,False,False,0,0.366535654126895,0.143542953396968,False,True,0.2,0.2,0.4,0.2
C00626,117,208,2,4253.59,2802.115681418239,2126.795,2802.115681418239,3.0,2.8284271247461903,51.0,91.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.16666666666666666,0.3333333333333333,1.3296613488547582,1.0,0.0,0.0,0.0,0.0,0.0,1.0,True,False,False,0,0.32035373385738347,0.07094329028635599,True,False,0.16666666666666666,0.5,0.0,0.3333333333333333
C00634,371,705,3,2347.2599999999998,676.6050406995206,782.42,676.6050406995206,3.6666666666666665,1.5275252316519468,64.0,167.0,91.0,0.5449101796374557,0.0,0.0,0.0,0.09090909090909091,0.7272727272727273,0.18181818181818182,0.36363636363636365,1.2636544318820966,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,False,False,False,1,0.28899494665918024,0.12591240875912407,False,True,0.45454545454545453,0.2727272727272727,0.18181818181818182,0.09090909090909091
C00645,542,542,1,5173.93,0.0,5173.93,0.0,2.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.6931471805599453,0.0,0.0,1.0,0.0,0.0,0.0,1.0,False,True,False,0,0.8427288040426727,0.0,True,False,0.0,0.0,0.0,1.0
C00646,185,441,4,3970.31,766.8869438352697,992.5775,766.8869438352697,2.5,0.5773502691896257,32.0,85.33333333333333,107.96398576480134,1.265202958166439,0.0,0.0,0.0,0.30000000000000004,0.5,0.2,0.3,1.5571130980576458,0.0,0.0,1.0,0.0,0.5,0.0,0.5,False,False,False,1,0.4277091521617069,0.6191605839416059,True,False,0.5,0.1,0.1,0.3
C00652,662,662,1,6593.71,0.0,6593.71,0.0,4.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.5,1.0397207708399179,0.0,1.0,1.0,0.0,1.0,0.0,0.0,False,False,True,0,0.4636720943290286,0.0,True,False,0.0,0.5,0.0,0.5
C00659,483,483,1,697.16,0.0,697.16,0.0,2.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.6931471805599453,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False,False,1,0.4621560920830994,0.0,True,False,0.5,0.0,0.0,0.5
C00670,158,158,1,815.79,0.0,815.79,0.0,5.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.4,1.3321790402101223,0.0,1.0,1.0,0.0,0.0,1.0,0.0,False,False,True,0,0.2591802358225716,0.0,False,True,0.4,0.6,0.0,0.0
C00677,103,681,2,524.43,269.38647042863903,262.215,269.38647042863903,1.5,0.7071067811865476,35.0,578.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.6365141682948128,0.0,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False,1,0.21487928130263895,0.11942728804042674,True,False,0.6666666666666666,0.0,0.3333333333333333,0.0
C00688,59,59,1,1574.24,0.0,1574.24,0.0,5.0,0.0,35.0,0.0,0.0,0.0,0.9999999999993647,0.9999999989999999,1574.24,0.0,0.6000000000000001,0.4,0.4,1.0549201679861442,0.0,1.0,1.0,1.0,0.0,0.0,0.0,False,False,False,1,0.2509825940482875,0.0,True,False,0.4,0.2,0.2,0.2
C00691,544,544,1,3332.32,0.0,3332.32,0.0,3.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0986122886681096,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,True,False,0,0.39943851768669286,0.0,False,True,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
C00699,214,691,5,3224.62,211.18932319130153,644.924,211.18932319130153,2.8,0.4472135954999579,20.0,119.25,39.04084399702445,0.32738653246706134,0.0,0.0,0.0,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.2857142857142857,1.351783994289646,0.0,1.0,1.0,0.4,0.4,0.0,0.2,False,False,False,1,0.3136440202133633,0.17383492419988772,True,False,0.2857142857142857,0.35714285714285715,0.35714285714285715,0.0
C00708,377,613,2,5036.01,211.4885671850846,2518.005,211.4885671850846,3.0,2.8284271247461903,29.0,236.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,1.3296613488547582,0.0,1.0,1.0,0.0,0.5,0.5,0.0,False,True,False,0,0.5193992139247614,0.3290005614823133,True,False,0.5,0.0,0.16666666666666666,0.3333333333333333
C00709,187,336,2,882.28,268.98341956336276,441.14,268.98341956336276,2.5,2.1213203435596424,38.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6730116670092565,0.0,0.0,1.0,0.5,0.5,0.0,0.0,True,False,False,0,0.23458731049971926,0.12644581695676588,False,True,0.6,0.2,0.2,0.0
C00714,40,391,3,2401.68,451.89697797174966,800.56,451.89697797174966,2.6666666666666665,1.5275252316519465,32.0,175.5,86.5,0.49287749287468446,0.5487908464072863,0.3333333332222222,1318.02,0.5,0.125,0.375,0.5,0.9743147528693494,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,False,False,True,0,0.4025266704098821,0.16445816956765857,False,True,0.125,0.375,0.375,0.125
C00725,18,406,2,1435.05,947.9968483333686,717.525,947.9968483333686,3.0,2.8284271247461903,23.0,388.0,0.0,0.0,0.9671161283572229,0.49999999975,1387.86,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,1.3296613488547582,0.0,1.0,1.0,0.0,1.0,0.0,0.0,True,False,False,0,0.17759685569904549,0.13891072431218418,False,True,0.16666666666666666,0.6666666666666666,0.0,0.16666666666666666
C00726,336,549,2,1531.09,244.9630022064557,765.545,244.9630022064557,2.0,0.0,29.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0397207708399179,0.0,0.0,1.0,0.0,0.5,0.5,0.0,False,False,False,1,0.4993262212240314,0.09399213924761363,True,False,0.5,0.0,0.0,0.5
C00729,103,335,2,1625.17,725.0743644964977,812.585,725.0743644964977,3.0,1.4142135623730951,32.0,232.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.5,1.2424533248940002,0.0,1.0,1.0,0.0,0.0,0.0,1.0,True,False,False,0,0.35937675463222907,0.10154407636159463,True,False,0.0,0.5,0.5,0.0
C00731,106,698,4,4644.46,462.1349974123723,1161.115,462.1349974123723,3.5,0.5773502691896257,40.0,197.33333333333334,124.0815144258895,0.6287914582361185,0.0,0.0,0.0,0.35714285714285715,0.5,0.14285714285714285,0.42857142857142855,1.1973401339967782,0.0,0.0,1.0,0.25,0.25,0.0,0.5,False,False,False,1,0.31097697922515444,0.36962380685008434,True,False,0.42857142857142855,0.0,0.21428571428571427,0.35714285714285715
C00732,153,574,2,2907.98,0.2828427124746833,1453.99,0.2828427124746833,4.5,0.7071067811865476,48.0,421.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.5555555555555556,1.1490596969706202,0.0,0.0,1.0,0.5,0.0,0.0,0.5,False,False,False,1,0.3969118472768108,0.116844469399214,True,False,0.1111111111111111,0.5555555555555556,0.1111111111111111,0.2222222222222222
C00734,318,579,3,1451.1299999999999,484.3432942655446,483.71,484.3432942655446,2.3333333333333335,1.5275252316519468,57.0,130.5,59.5,0.4559386973145139,0.0,0.0,0.0,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.2857142857142857,1.351783994289646,0.0,1.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,False,False,False,1,0.20718697361033128,0.15384615384615385,False,True,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.14285714285714285
C00735,14,600,5,3407.22,374.1525802129393,681.444,374.1525802129393,2.6,1.51657508881031,66.0,146.5,133.8030268715921,0.9133312414380804,0.15672307629088914,0.19999999996,533.99,0.15384615384615385,0.6153846153846154,0.23076923076923078,0.38461538461538464,1.3322449224385329,0.0,0.0,1.0,0.0,0.0,0.4,0.6,True,False,False,0,0.35087029758562605,0.09421673217293658,False,True,0.3076923076923077,0.3076923076923077,0.38461538461538464,0.0
C00749,289,452,2,3428.96,402.81044897072854,1714.48,402.81044897072854,4.0,1.4142135623730951,53.0,163.0,0.0,0.0,0.0,0.0,0.0,0.375,0.375,0.25,0.375,1.0821955300387671,0.0,1.0,1.0,0.0,0.5,0.5,0.0,True,False,False,0,0.48017967434025827,0.030376193149915687,False,True,0.0,0.25,0.5,0.25
C00761,59,339,5,3615.41,567.9903968994546,723.082,567.9903968994546,2.6,1.6733200530681511,50.0,70.0,37.067505985701274,0.5295357997881677,0.19028270652562498,0.19999999996,687.95,0.46153846153846156,0.3076923076923077,0.23076923076923078,0.46153846153846156,1.2309316230479221,0.0,0.0,1.0,0.6,0.4,0.0,0.0,False,False,True,0,0.28439079169006176,0.31106120157215045,True,False,0.23076923076923078,0.3076923076923077,0.3076923076923077,0.15384615384615385
C00782,298,557,2,1641.03,129.3510434824552,820.515,129.3510434824552,3.0,2.8284271247461903,30.0,259.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5,0.16666666666666666,0.5,1.0114042647073518,1.0,0.0,0.0,0.5,0.0,0.0,0.5,False,False,False,1,0.49969118472768104,0.2995788882650196,True,False,0.5,0.0,0.3333333333333333,0.16666666666666666
C00789,515,689,2,1273.5700000000002,577.5577478053602,636.7850000000001,577.5577478053602,2.5,2.1213203435596424,40.0,174.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.6,0.6730116670092565,0.0,0.0,1.0,0.0,1.0,0.0,0.0,False,False,True,0,0.33587871982032563,0.0,False,True,0.0,0.8,0.2,0.0
C00798,302,401,2,1722.54,1083.372441591533,861.27,1083.372441591533,2.5,2.1213203435596424,65.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.4,0.4,1.0549201679861442,0.0,0.0,1.0,0.5,0.0,0.0,0.5,False,False,False,1,0.342756878158338,0.20951712521055585,False,True,0.2,0.2,0.4,0.2
C00808,234,234,1,6438.09,0.0,6438.09,0.0,4.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.5,1.0397207708399179,1.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,True,0,0.4102751263335205,0.0,False,True,0.5,0.0,0.0,0.5
C00813,36,612,4,3402.91,724.7612312743647,850.7275,724.7612312743647,2.5,1.7320508075688772,28.0,192.0,104.75049721441262,0.5455755063222242,0.16304868480207732,0.2499999999375,554.8399999999999,0.2,0.4,0.4,0.4,1.3321790402101223,1.0,0.0,0.0,0.5,0.25,0.0,0.25,False,False,False,1,0.36139809096013475,0.21695676586187534,True,False,0.2,0.4,0.1,0.3
C00814,102,323,3,1592.19,172.37655176966504,530.73,172.37655176966504,3.3333333333333335,1.1547005383792515,62.0,110.5,97.5,0.8823529411684855,0.0,0.0,0.0,0.1,0.9,0.0,0.5,0.9433483923290391,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.3333333333333333,False,False,False,1,0.31195957327344187,0.08666479505895563,True,False,0.5,0.4,0.1,0.0
C00818,388,388,1,6583.84,0.0,6583.84,0.0,3.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,1.0986122886681096,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,True,False,0,0.7058955642897249,0.0,True,False,0.0,0.0,0.3333333333333333,0.6666666666666666
C00820,57,403,3,4383.22,1498.9382312268021,1461.0733333333335,1498.9382312268021,3.0,1.7320508075688772,67.0,173.0,1.0,0.005780346820775837,0.26311706918651967,0.3333333332222222,1153.3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.5229550675313182,0.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,False,False,False,1,0.503312745648512,0.32798989331836054,True,False,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.3333333333333333
C00828,205,630,5,4531.17,387.05689734197983,906.234,387.05689734197983,2.8,1.0954451150103321,33.0,106.25,11.053845484717073,0.10403619279635799,0.0,0.0,0.0,0.35714285714285715,0.42857142857142855,0.21428571428571427,0.35714285714285715,1.3337360272028098,1.0,0.0,0.0,0.2,0.4,0.2,0.2,False,False,True,0,0.49820325659741715,0.23885457608085342,False,True,0.21428571428571427,0.2857142857142857,0.14285714285714285,0.35714285714285715
C00874,60,248,4,2411.56,306.7170302847019,602.89,306.7170302847019,3.0,1.1547005383792515,48.0,62.666666666666664,52.57587110283787,0.838976666521259,0.6621357129821932,0.499999999875,1596.7800000000002,0.08333333333333333,0.6666666666666666,0.25,0.3333333333333333,1.286057336874379,0.0,0.0,1.0,0.0,0.25,0.5,0.25,False,False,False,1,0.2521336327905671,0.05663952835485686,True,False,0.5,0.25,0.16666666666666666,0.08333333333333333
C00889,254,673,2,1896.8799999999999,130.00865278895856,948.4399999999999,130.00865278895856,3.5,0.7071067811865476,27.0,419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.9556998911125343,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,1,0.3763054463784391,0.07804604154969114,True,False,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285
C00890,242,267,2,3346.63,7.318555185280462,1673.315,7.318555185280462,5.0,0.0,62.0,25.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.3,0.3,1.313834033192747,0.0,0.0,1.0,0.0,0.5,0.0,0.5,False,False,False,1,0.39581695676586187,0.07150477259966304,False,True,0.3,0.2,0.2,0.3
C00910,84,492,3,1255.11,555.849088962103,418.36999999999995,555.849088962103,1.6666666666666667,1.1547005383792517,45.0,204.0,149.0,0.7303921568591648,0.06951581933052123,0.3333333332222222,87.25,0.0,0.6000000000000001,0.4,0.4,1.0549201679861442,1.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,False,1,0.17995508141493544,0.23545760808534533,True,False,0.4,0.2,0.4,0.0
C00916,566,566,1,1652.57,0.0,1652.57,0.0,5.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6000000000000001,0.2,0.4,1.3321790402101223,1.0,0.0,0.0,1.0,0.0,0.0,0.0,True,False,False,0,0.49511510387422797,0.0,True,False,0.2,0.2,0.4,0.2
C00923,330,330,1,120.75,0.0,120.75,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,False,False,False,1,0.22043795620437956,0.0,True,False,0.0,1.0,0.0,0.0
C00933,368,607,3,3322.88,600.5716830098911,1107.6266666666668,600.5716830098911,2.6666666666666665,0.5773502691896258,27.0,119.5,116.5,0.9748953974813817,0.0,0.0,0.0,0.25,0.625,0.125,0.625,1.0735428464085233,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,True,False,False,0,0.4746209994385177,0.2885738349241999,False,True,0.125,0.375,0.375,0.125
C00939,123,250,2,1508.4,364.315555802933,754.2,364.315555802933,3.0,0.0,29.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.16666666666666666,0.6666666666666666,0.8675632284814613,1.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,False,1,0.19146546883773163,0.03284671532846714,False,True,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666
C00946,33,361,3,4603.23,1761.8050048742623,1534.4099999999999,1761.8050048742623,3.3333333333333335,0.5773502691896258,56.0,164.0,52.0,0.317073170729774,0.14436167647496553,0.3333333332222222,664.53,0.2,0.7,0.1,0.5,1.3592367006650063,1.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False,False,1,0.2529477821448624,0.11285794497473328,False,True,0.5,0.3,0.1,0.1
C00952,357,671,3,3102.2200000000003,529.8061853483154,1034.0733333333335,529.8061853483154,3.3333333333333335,1.1547005383792517,41.0,157.0,33.0,0.210191082801209,0.0,0.0,0.0,0.3,0.5,0.2,0.4,1.2798542258336674,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,False,False,False,1,0.3303761931499158,0.10095451993262211,False,True,0.4,0.1,0.2,0.3
C00975,73,561,6,3598.46,479.91425036840354,599.7433333333333,479.91425036840354,2.1666666666666665,1.3291601358251257,23.0,97.6,115.81640643708472,1.1866435085645295,0.569435258415942,0.33333333327777775,2049.09,0.38461538461538464,0.5384615384615385,0.07692307692307693,0.38461538461538464,1.2202821662722372,0.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,True,False,False,0,0.3700729927007299,0.28966872543514877,False,True,0.23076923076923078,0.23076923076923078,0.46153846153846156,0.07692307692307693
C00983,149,536,3,2094.68,782.6488302127165,698.2266666666666,782.6488302127165,2.3333333333333335,2.3094010767585034,40.0,193.5,186.5,0.9638242894007037,0.0,0.0,0.0,0.5714285714285714,0.42857142857142855,0.0,0.5714285714285714,0.9556998911125343,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.3333333333333333,False,False,True,0,0.49511510387422797,0.2495227400336889,True,False,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.0
C01014,85,696,3,2624.17,990.5765061484818,874.7233333333334,990.5765061484818,2.3333333333333335,2.3094010767585034,61.0,305.5,34.5,0.11292962356755179,0.7658840700104163,0.3333333332222222,2009.81,0.42857142857142855,0.5714285714285714,0.0,0.5714285714285714,0.6829081047004717,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,True,False,False,0,0.4746209994385177,0.13700168444693983,True,False,0.0,0.14285714285714285,0.7142857142857143,0.14285714285714285
C01022,2,604,4,3691.35,249.96915894765894,922.8375,249.96915894765894,2.5,1.2909944487358056,47.0,200.66666666666666,64.88108781112996,0.32332768012029883,0.23869857911055883,0.2499999999375,881.12,0.3,0.30000000000000004,0.4,0.4,1.2798542258336674,0.0,1.0,1.0,0.5,0.0,0.25,0.25,False,False,False,1,0.5644581695676587,0.15703256597417187,True,False,0.4,0.1,0.2,0.3
C01033,398,730,5,3821.85,402.0354396691913,764.37,402.0354396691913,3.2,1.0954451150103321,37.0,83.0,40.37945021913993,0.48649940022474014,0.0,0.0,0.0,0.1875,0.5625,0.25,0.375,1.3421257227487469,0.0,0.0,1.0,0.4,0.2,0.0,0.4,True,False,False,0,0.3201010668163953,0.07372262773722632,False,True,0.375,0.25,0.3125,0.0625
C01036,119,648,4,4991.29,942.4177891421972,1247.8225,942.4177891421972,3.25,1.707825127659933,39.0,176.33333333333334,113.14101329265569,0.6416314553422348,0.0,0.0,0.0,0.23076923076923078,0.46153846153846156,0.3076923076923077,0.3076923076923077,1.3778195080390327,0.0,0.0,1.0,0.25,0.0,0.0,0.75,False,False,False,1,0.4337731611454239,0.362043795620438,True,False,0.23076923076923078,0.23076923076923078,0.15384615384615385,0.38461538461538464
C01042,65,65,1,6721.1,0.0,6721.1,0.0,5.0,0.0,57.0,0.0,0.0,0.0,0.9999999999998511,0.9999999989999999,6721.1,0.4,0.4,0.2,0.2,1.6094379124341005,0.0,1.0,1.0,1.0,0.0,0.0,0.0,False,True,False,0,0.3552498596294217,0.0,False,True,0.2,0.4,0.0,0.4
C01054,304,304,1,6007.57,0.0,6007.57,0.0,3.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.6365141682948128,1.0,0.0,0.0,0.0,1.0,0.0,0.0,False,True,False,0,0.8465468837731611,0.0,True,False,0.0,0.3333333333333333,0.0,0.6666666666666666
C01058,304,648,4,3834.0899999999997,392.57286129456276,958.5224999999999,392.57286129456276,2.25,0.5,63.0,114.66666666666667,68.19742582303887,0.5947449926375941,0.0,0.0,0.0,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.4444444444444444,1.2730283365896256,0.0,0.0,1.0,0.25,0.5,0.0,0.25,False,False,False,1,0.4979225154407636,0.24219539584503091,True,False,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.3333333333333333
C01073,491,491,1,808.15,0.0,808.15,0.0,2.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.6931471805599453,0.0,1.0,1.0,0.0,1.0,0.0,0.0,False,False,False,1,0.5324536777091522,0.0,False,True,0.0,0.0,1.0,0.0
C01078,20,501,3,4636.66,547.025351362561,1545.5533333333333,547.025351362561,3.6666666666666665,0.5773502691896257,42.0,240.5,114.5,0.47609147608949653,0.24340581366754446,0.3333333332222222,1128.5900000000001,0.18181818181818182,0.45454545454545453,0.36363636363636365,0.45454545454545453,1.0361987848192837,0.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,True,False,False,0,0.5289163391353172,0.11838854576080848,False,True,0.09090909090909091,0.09090909090909091,0.45454545454545453,0.36363636363636365
C01088,200,433,2,3849.9700000000003,1091.794083355465,1924.9850000000001,1091.794083355465,4.5,0.7071067811865476,20.0,233.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.3333333333333333,1.464816384890813,1.0,0.0,0.0,0.5,0.5,0.0,0.0,False,False,False,1,0.4571869736103312,0.05336889387984273,True,False,0.1111111111111111,0.2222222222222222,0.5555555555555556,0.1111111111111111
C01091,36,716,2,2738.7,944.6380911227327,1369.35,944.6380911227327,2.5,2.1213203435596424,50.0,680.0,0.0,0.0,0.25610326067102784,0.49999999975,701.39,0.2,0.2,0.6,0.6,0.9502705392332347,0.0,0.0,1.0,0.5,0.0,0.0,0.5,False,False,False,1,0.7667040988208871,0.029028635597978636,False,True,0.2,0.0,0.2,0.6
C01109,325,404,3,3208.95,318.6122037838476,1069.6499999999999,318.6122037838476,4.333333333333333,0.5773502691896257,35.0,39.5,9.5,0.24050632910783531,0.0,0.0,0.0,0.3076923076923077,0.38461538461538464,0.3076923076923077,0.3076923076923077,1.3516811946858949,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,False,False,False,1,0.3185289163391353,0.074171813587872,True,False,0.38461538461538464,0.23076923076923078,0.23076923076923078,0.15384615384615385
C01110,12,176,2,502.28,190.28243481729993,251.14,190.28243481729993,1.5,0.7071067811865476,50.0,164.0,0.0,0.0,0.23212152584169765,0.49999999975,116.59,0.0,1.0,0.0,0.6666666666666666,0.6365141682948128,0.0,1.0,1.0,0.0,0.5,0.0,0.5,False,False,False,1,0.2593767546322291,0.04848399775407075,False,True,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
C01113,19,384,3,909.89,272.7053201412348,303.2966666666667,272.7053201412348,1.3333333333333333,0.5773502691896258,31.0,182.5,1.5,0.008219178082146745,0.16788842607329688,0.3333333332222222,152.76,0.25,0.5,0.25,0.25,1.3862943611198906,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,False,False,False,1,0.2617069062324537,0.08719820325659744,True,False,0.25,0.5,0.0,0.25
C01115,75,712,2,2361.9900000000002,1187.776757833727,1180.9950000000001,1187.776757833727,2.5,2.1213203435596424,59.0,637.0,0.0,0.0,0.14441636078046713,0.49999999975,341.11,0.4,0.6000000000000001,0.0,0.4,1.3321790402101223,1.0,0.0,0.0,0.0,0.0,0.5,0.5,False,False,False,1,0.3438236945536216,0.11423357664233574,False,True,0.4,0.2,0.2,0.2
