Invoice no,Customer id,Product id list,Invoice date,Shopping mall
INV00891,C00139,"P00530,P00114,P00246,P00435,P00218",16/09/2024,ST
INV00892,C00575,"P00463,P00264",13/11/2025,TKO
INV00893,C00975,P00463,20/07/2024,TKO
INV00894,C00546,"P00117,P00096,P00495,P00262",18/01/2024,MK
INV00895,C00902,"P00336,P00202,P00175",28/10/2025,MK
INV00896,C00149,"P00117,P00096",21/11/2024,TKO
INV00897,C00269,"P00137,P00488,P00274,P00252,P00058",10/05/2025,TKO
INV00898,C00711,"P00515,P00043,P00525",31/10/2024,MK
INV00899,C00701,"P00117,P00096,P00020,P00157",19/01/2024,MK
INV00900,C00572,"P00273,P00073",13/01/2025,TKO
INV00901,C00781,P00025,30/04/2024,CYB
INV00902,C00151,"P00446,P00223,P00374",06/07/2025,ST
INV00903,C00687,"P00117,P00096,P00292",24/03/2025,ST
INV00904,C00718,"P00117,P00096,P00028",28/07/2025,TKO
INV00905,C00748,"P00117,P00096,P00425",02/08/2024,TKO
INV00906,C00007,"P00483,P00170,P00512",11/03/2024,ST
INV00907,C00875,"P00317,P00290,P00403,P00515",17/10/2025,ST
INV00908,C00497,"P00078,P00391",14/07/2025,MK
INV00909,C00206,"P00424,P00300,P00325",30/07/2025,TKO
INV00910,C00337,"P00006,P00302",18/07/2024,TKO
INV00911,C00899,"P00058,P00341,P00461,P00116",12/07/2024,TKO
INV00912,C01090,"P00117,P00096,P00510",07/09/2024,MK
INV00913,C00946,"P00206,P00388,P00014",04/01/2025,TKO
INV00914,C00675,"P00533,P00283,P00323,P00148,P00361",13/07/2024,MK
INV00915,C01041,"P00260,P00330",15/02/2025,TKO
INV00916,C00181,"P00117,P00096,P00095",10/08/2024,MK
INV00917,C00938,"P00427,P00125,P00188,P00478,P00450",22/12/2025,TKO
INV00918,C00505,"P00117,P00096,P00310,P00032",28/05/2024,TKO
INV00919,C00040,"P00117,P00096,P00355,P00173",08/05/2024,TKO
INV00920,C00438,"P00140,P00307,P00057,P00395",14/03/2024,TKO
INV00921,C00914,P00097,10/04/2025,MK
INV00922,C00647,"P00117,P00096",26/03/2024,MK
INV00923,C00407,"P00117,P00096,P00233",22/04/2025,CYB
INV00924,C00861,"P00117,P00096,P00427",02/06/2024,ST
INV00925,C00873,"P00155,P00535,P00415,P00173,P00332",09/12/2025,TKO
INV00926,C01064,"P00117,P00096,P00066,P00160",09/05/2025,MK
INV00927,C00260,"P00117,P00096,P00188",11/04/2024,TKO
INV00928,C01008,"P00117,P00096,P00406,P00202",02/09/2025,TKO
INV00929,C00653,"P00045,P00302,P00145,P00438",06/12/2024,TKO
INV00930,C00292,"P00053,P00325,P00104",02/01/2024,CYB
INV00931,C00359,P00315,20/05/2024,MK
INV00932,C00591,"P00117,P00096,P00084,P00052",11/05/2024,CYB
INV00933,C00895,P00405,07/01/2025,ST
INV00934,C00551,P00367,13/04/2024,TKO
INV00935,C01024,"P00117,P00096,P00022",29/07/2024,ST
INV00936,C00735,"P00142,P00330,P00328,P00246,P00034",10/05/2024,CYB
INV00937,C00440,"P00200,P00303",21/09/2025,ST
INV00938,C00073,"P00378,P00312,P00116,P00491",12/07/2025,MK
INV00939,C00952,"P00041,P00005",08/01/2025,TKO
INV00940,C00233,P00300,25/07/2024,TKO
INV00941,C00700,P00344,16/08/2025,TKO
INV00942,C00720,"P00117,P00096,P00318",29/01/2025,CYB
INV00943,C00179,"P00117,P00096",07/01/2024,TKO
INV00944,C00715,"P00177,P00400,P00279",28/02/2024,TKO
INV00945,C00208,"P00498,P00127,P00142,P00223",07/08/2025,MK
INV00946,C00157,"P00384,P00446,P00037",18/08/2024,MK
INV00947,C00902,"P00117,P00096",23/07/2024,TKO
INV00948,C00416,"P00258,P00030,P00264,P00133",25/03/2025,TKO
INV00949,C00676,"P00050,P00107,P00403,P00224,P00052",15/09/2024,TKO
INV00950,C01047,P00415,09/07/2025,MK
INV00951,C00277,"P00250,P00114,P00049",06/07/2025,CYB
INV00952,C00914,"P00247,P00394,P00335,P00205",12/06/2024,ST
INV00953,C00206,"P00066,P00299,P00329,P00425",02/12/2024,MK
INV00954,C00635,"P00117,P00096,P00149,P00351",04/08/2024,MK
INV00955,C00040,P00514,02/01/2025,ST
INV00956,C00106,"P00508,P00128",13/02/2025,TKO
INV00957,C00844,"P00244,P00329,P00404,P00362,P00343",06/06/2025,CYB
INV00958,C00713,"P00329,P00516",01/09/2025,TKO
INV00959,C00035,"P00117,P00096",14/09/2025,MK
INV00960,C00549,"P00149,P00422,P00462,P00011,P00432",05/11/2024,TKO
INV00961,C00780,"P00314,P00396,P00062,P00207,P00213",29/03/2024,TKO
INV00962,C00427,"P00475,P00458,P00133,P00396,P00094",20/03/2025,MK
INV00963,C00936,"P00117,P00096",15/07/2025,TKO
INV00964,C00802,"P00373,P00297",15/05/2024,MK
INV00965,C00351,"P00465,P00070,P00073",13/08/2024,MK
INV00966,C00191,P00399,04/05/2024,TKO
INV00967,C01030,"P00175,P00047,P00526,P00170",23/04/2024,CYB
INV00968,C00197,"P00535,P00278,P00450,P00066,P00060",29/12/2025,TKO
INV00969,C00038,"P00103,P00398,P00029,P00421,P00204",26/10/2024,CYB
INV00970,C00162,"P00117,P00096,P00111",03/03/2024,TKO
INV00971,C00308,"P00306,P00337,P00483,P00256",19/09/2024,ST
INV00972,C00465,"P00117,P00096,P00223,P00005",19/02/2024,TKO
INV00973,C00600,P00155,15/04/2025,MK
INV00974,C00737,"P00117,P00096,P00014,P00345",18/06/2025,MK
INV00975,C00087,P00262,29/04/2024,MK
INV00976,C00695,"P00496,P00039",13/10/2024,TKO
INV00977,C00079,"P00460,P00275,P00307,P00214,P00141",05/03/2025,CYB
INV00978,C00460,"P00117,P00096",20/08/2024,MK
INV00979,C01030,P00065,08/03/2025,MK
INV00980,C00149,"P00117,P00096",22/09/2024,TKO
INV00981,C00572,"P00117,P00096",12/06/2024,CYB
INV00982,C00282,"P00511,P00279,P00359,P00230",18/12/2024,MK
INV00983,C00958,"P00296,P00151",11/06/2024,TKO
INV00984,C00445,"P00122,P00456,P00486,P00327,P00254",05/06/2025,ST
INV00985,C00922,"P00320,P00447",01/08/2025,CYB
INV00986,C00148,"P00117,P00096,P00362,P00497",24/03/2025,CYB
INV00987,C00658,"P00104,P00235,P00127",06/03/2024,TKO
INV00988,C00908,P00270,18/12/2025,MK
INV00989,C00472,"P00380,P00428",10/01/2025,TKO
INV00990,C00527,"P00117,P00096,P00128,P00064",26/02/2024,CYB
INV00991,C00716,"P00117,P00096,P00412,P00453",03/12/2025,TKO
INV00992,C00935,"P00494,P00035,P00450,P00023",14/12/2025,CYB
INV00993,C00635,"P00325,P00188,P00083,P00198",18/01/2024,CYB
INV00994,C00544,"P00217,P00526,P00506,P00022,P00030",30/04/2025,TKO
INV00995,C00058,"P00117,P00096,P00122",23/06/2024,MK
INV00996,C00748,"P00386,P00421,P00523,P00178",09/12/2025,CYB
INV00997,C00831,"P00285,P00487,P00450,P00191,P00369",01/02/2024,TKO
INV00998,C00838,"P00117,P00096,P00514",10/01/2025,ST
INV00999,C00194,"P00045,P00050,P00240,P00513,P00081",15/02/2025,MK
INV01000,C00948,"P00251,P00418,P00024,P00194",30/01/2024,CYB
INV01001,C00023,P00455,18/09/2025,TKO
INV01002,C00386,"P00061,P00006,P00242,P00265",13/12/2024,TKO
INV01003,C00667,"P00117,P00096,P00019",05/01/2024,CYB
INV01004,C00376,"P00494,P00246,P00083",16/01/2024,TKO
INV01005,C00256,"P00117,P00096,P00139,P00055",19/01/2025,TKO
INV01006,C00959,"P00117,P00096,P00324,P00508",09/08/2024,TKO
INV01007,C00380,"P00286,P00393,P00134,P00428",30/10/2024,TKO
INV01008,C00281,"P00197,P00257,P00035",12/06/2025,MK
INV01009,C00806,"P00236,P00445,P00493,P00107",19/02/2024,TKO
INV01010,C00079,"P00158,P00250,P00276",27/01/2025,MK
INV01011,C00091,"P00117,P00096",10/10/2025,ST
INV01012,C01049,"P00117,P00096,P00315",12/02/2024,ST
INV01013,C00372,"P00117,P00096,P00001,P00414",02/05/2024,MK
INV01014,C00791,"P00088,P00392,P00259,P00025,P00150",29/06/2024,TKO
INV01015,C00103,P00259,02/06/2025,TKO
INV01016,C01048,"P00326,P00178,P00143,P00476",07/04/2024,CYB
INV01017,C00555,"P00117,P00096,P00061",16/12/2024,TKO
INV01018,C00335,"P00421,P00094,P00485,P00433",14/05/2025,CYB
INV01019,C00366,P00037,21/01/2024,MK
INV01020,C00154,"P00304,P00042,P00488,P00495",07/02/2025,CYB
INV01021,C00157,"P00117,P00096,P00481,P00143",12/07/2025,MK
INV01022,C00003,"P00182,P00538,P00038",01/09/2024,ST
INV01023,C00788,P00109,04/06/2025,MK
INV01024,C00491,"P00117,P00096",15/12/2025,MK
INV01025,C00400,"P00182,P00023,P00429,P00002,P00496",17/04/2025,ST
INV01026,C00151,"P00117,P00096,P00320,P00239",18/06/2024,ST
INV01027,C00881,"P00390,P00288,P00413,P00173",04/01/2024,MK
INV01028,C00853,"P00375,P00318,P00500,P00036,P00128",08/11/2025,CYB
INV01029,C01100,"P00295,P00271,P00039,P00460,P00140",26/06/2024,CYB
INV01030,C00544,"P00117,P00096",30/01/2025,TKO
INV01031,C00142,P00490,15/02/2025,ST
INV01032,C00389,P00009,07/02/2025,CYB
INV01033,C00538,"P00117,P00096,P00289",29/03/2025,ST
INV01034,C00854,"P00117,P00096",17/12/2024,TKO
INV01035,C00139,"P00001,P00491",01/10/2024,TKO
INV01036,C00080,"P00513,P00267",05/04/2024,TKO
INV01037,C00696,"P00117,P00096,P00163",24/12/2025,CYB
INV01038,C00363,"P00335,P00198,P00006,P00520,P00408",15/07/2025,TKO
INV01039,C00228,"P00251,P00363,P00404,P00218,P00424",19/03/2025,CYB
INV01040,C00369,"P00117,P00096,P00178,P00429",21/01/2024,ST
INV01041,C00532,"P00162,P00212,P00366",01/09/2024,TKO
INV01042,C01069,"P00334,P00504,P00068",06/12/2024,TKO
INV01043,C00921,"P00117,P00096",19/03/2025,TKO
INV01044,C00721,"P00166,P00461,P00438,P00375,P00005",10/11/2025,TKO
INV01045,C00485,"P00384,P00151,P00285,P00116",24/09/2025,TKO
INV01046,C01051,"P00524,P00429,P00005,P00097",01/07/2024,TKO
INV01047,C00604,"P00232,P00379",02/01/2025,ST
INV01048,C00868,"P00177,P00289,P00390,P00364,P00148",19/06/2025,TKO
INV01049,C01070,"P00228,P00116,P00345,P00286",10/05/2024,CYB
INV01050,C00399,"P00202,P00129,P00347,P00438",21/03/2025,TKO
INV01051,C00570,"P00009,P00407",10/08/2025,MK
INV01052,C00122,"P00117,P00096,P00163,P00182",15/01/2024,TKO
INV01053,C00611,"P00474,P00488,P00462",03/12/2025,ST
INV01054,C01072,"P00097,P00146,P00335",10/03/2024,TKO
INV01055,C00302,"P00004,P00455,P00012,P00139",15/02/2025,MK
INV01056,C00804,"P00117,P00096",24/02/2025,TKO
INV01057,C00652,"P00117,P00096,P00180,P00423",09/03/2024,TKO
INV01058,C00702,"P00117,P00096",19/01/2025,CYB
INV01059,C00437,"P00293,P00120,P00363,P00451",17/11/2024,TKO
INV01060,C01069,P00254,11/07/2025,TKO
INV01061,C00517,"P00440,P00185",13/01/2025,TKO
INV01062,C00476,"P00007,P00016",15/11/2025,MK
INV01063,C00088,"P00117,P00096,P00345",29/08/2024,MK
INV01064,C00168,"P00117,P00096,P00223,P00210",14/06/2024,TKO
INV01065,C00730,"P00117,P00096",15/11/2025,TKO
INV01066,C00174,"P00355,P00264,P00321,P00468,P00481",14/11/2025,MK
INV01067,C01122,"P00117,P00096",17/11/2025,TKO
INV01068,C00183,P00403,12/07/2025,TKO
INV01069,C00661,"P00117,P00096",08/07/2024,CYB
INV01070,C01099,"P00458,P00208,P00199",17/12/2024,MK
INV01071,C00696,"P00458,P00013,P00399,P00358,P00346",31/08/2025,TKO
INV01072,C00641,"P00273,P00373",19/12/2025,TKO
INV01073,C00716,"P00117,P00096,P00349",13/09/2024,TKO
INV01074,C00019,"P00411,P00236,P00058,P00425",26/10/2025,ST
INV01075,C01112,"P00516,P00156,P00066,P00472,P00080",21/07/2025,MK
INV01076,C00097,"P00141,P00354,P00342",22/04/2024,ST
INV01077,C00866,"P00225,P00275",05/01/2025,MK
INV01078,C00509,"P00117,P00096,P00247,P00437",27/04/2024,MK
INV01079,C00285,"P00117,P00096,P00538,P00001",25/01/2024,TKO
INV01080,C00288,"P00117,P00096,P00202",01/03/2025,TKO
INV01081,C00994,"P00117,P00096",08/10/2024,CYB
INV01082,C00976,"P00525,P00170",13/12/2024,ST
INV01083,C00409,"P00011,P00425,P00192",25/09/2025,MK
INV01084,C00909,"P00117,P00096,P00042,P00075",11/12/2025,TKO
INV01085,C00657,P00503,11/01/2024,MK
INV01086,C00277,P00502,06/12/2025,MK
INV01087,C00340,"P00530,P00044",16/12/2024,TKO
INV01088,C00373,"P00117,P00096,P00462,P00270",27/10/2025,ST
INV01089,C00864,"P00117,P00096,P00490",13/04/2025,CYB
INV01090,C00942,"P00117,P00096",28/09/2025,MK
INV01091,C00757,"P00102,P00321",04/09/2025,CYB
INV01092,C00446,"P00035,P00529",28/08/2025,CYB
INV01093,C00781,"P00015,P00273,P00156,P00243",30/03/2025,CYB
INV01094,C00712,"P00117,P00096,P00318,P00506",14/07/2024,CYB
INV01095,C00380,"P00294,P00061,P00280,P00491,P00086",27/07/2025,TKO
INV01096,C00611,"P00117,P00096,P00137",20/01/2025,TKO
INV01097,C00454,"P00363,P00111",10/05/2024,TKO
INV01098,C00115,"P00117,P00096,P00341,P00145",05/04/2024,MK
INV01099,C00063,"P00078,P00135,P00396",01/09/2024,MK
INV01100,C00128,P00388,11/10/2024,CYB
INV01101,C00466,"P00307,P00025,P00047,P00350,P00469",03/12/2024,TKO
INV01102,C01018,"P00414,P00406",04/08/2025,MK
INV01103,C00317,"P00526,P00165,P00511",24/08/2025,CYB
INV01104,C00897,"P00496,P00235",06/07/2024,ST
INV01105,C01036,P00252,17/04/2024,CYB
INV01106,C00625,"P00239,P00232,P00042",10/10/2024,TKO
INV01107,C00129,"P00371,P00421,P00379,P00301,P00418",11/01/2025,MK
INV01108,C00012,"P00117,P00096",24/09/2024,ST
INV01109,C00182,"P00401,P00472",14/01/2024,TKO
INV01110,C00319,"P00117,P00096,P00008,P00263",13/04/2024,TKO
INV01111,C00795,"P00018,P00474",13/01/2025,CYB
INV01112,C00953,"P00017,P00309",05/12/2025,CYB
INV01113,C00536,"P00117,P00096,P00337,P00451",14/08/2024,MK
INV01114,C00480,"P00385,P00337,P00334,P00230,P00450",08/11/2024,ST
INV01115,C00593,"P00023,P00217,P00177",16/02/2025,CYB
INV01116,C00310,"P00057,P00452,P00158",29/08/2025,ST
INV01117,C00241,"P00117,P00096,P00079,P00322",19/09/2024,TKO
INV01118,C01009,"P00224,P00508",07/04/2025,MK
INV01119,C00225,"P00117,P00096",11/04/2024,CYB
INV01120,C00602,"P00117,P00096,P00216,P00446",03/07/2025,CYB
INV01121,C01005,P00497,22/05/2024,MK
INV01122,C00816,"P00429,P00067,P00286,P00235",25/07/2024,MK
INV01123,C00874,"P00331,P00292,P00403,P00315",01/11/2025,ST
INV01124,C00632,"P00373,P00080,P00287,P00308,P00120",12/03/2024,TKO
INV01125,C01048,"P00055,P00430,P00385",29/07/2025,CYB
INV01126,C00491,"P00117,P00096",28/05/2024,TKO
INV01127,C00369,"P00319,P00345",15/09/2024,MK
INV01128,C00777,P00179,16/03/2025,CYB
INV01129,C00821,"P00117,P00096,P00430,P00241",24/02/2024,TKO
INV01130,C00596,"P00383,P00095,P00017",27/11/2024,CYB
INV01131,C00635,"P00117,P00096,P00250",19/10/2025,CYB
INV01132,C01101,"P00514,P00310,P00275",21/12/2025,TKO
INV01133,C00793,"P00524,P00099,P00124",22/11/2025,ST
INV01134,C01039,"P00117,P00096",25/08/2024,TKO
INV01135,C00439,P00497,03/04/2024,CYB
INV01136,C00204,"P00013,P00473",21/03/2025,TKO
INV01137,C00505,"P00177,P00042,P00448,P00391,P00518",29/10/2025,TKO
INV01138,C00964,"P00117,P00096,P00432,P00441",23/04/2025,TKO
INV01139,C00173,"P00432,P00334,P00407,P00238",05/02/2024,CYB
INV01140,C00138,"P00117,P00096",16/01/2024,TKO
INV01141,C00724,"P00468,P00488,P00367,P00225,P00165",25/03/2024,MK
INV01142,C00163,"P00079,P00233,P00086,P00262",24/09/2024,CYB
INV01143,C00942,"P00117,P00096",11/11/2024,TKO
INV01144,C01128,P00150,24/03/2024,TKO
INV01145,C00889,"P00075,P00521,P00189",21/04/2025,CYB
INV01146,C00380,"P00202,P00420,P00526,P00312",01/03/2024,CYB
INV01147,C00752,"P00384,P00083,P00364,P00030",05/11/2025,MK
INV01148,C00055,"P00103,P00039,P00182",20/07/2025,TKO
INV01149,C00165,"P00117,P00096,P00082,P00448",02/09/2025,MK
INV01150,C00779,"P00117,P00096,P00422,P00515",21/03/2024,ST
INV01151,C00084,P00206,25/03/2025,TKO
INV01152,C01128,"P00327,P00218,P00180",05/04/2025,MK
INV01153,C00545,"P00423,P00019,P00135,P00056",16/10/2025,CYB
INV01154,C00778,"P00055,P00478,P00513",07/07/2025,TKO
INV01155,C00197,"P00117,P00096",29/06/2024,TKO
INV01156,C00983,P00372,28/07/2025,CYB
INV01157,C00574,"P00117,P00096,P00206",22/05/2024,TKO
INV01158,C00154,"P00490,P00208,P00365,P00457,P00476",23/06/2025,TKO
INV01159,C00509,"P00259,P00357,P00193,P00498",04/07/2025,TKO
INV01160,C00182,"P00201,P00013,P00084,P00363,P00505",15/09/2025,MK
INV01161,C00671,"P00030,P00054,P00336,P00526",06/01/2024,MK
INV01162,C00048,"P00117,P00096",17/09/2025,TKO
INV01163,C00035,"P00161,P00121",12/07/2025,MK
INV01164,C00914,"P00383,P00240,P00491,P00177,P00514",13/05/2025,MK
INV01165,C00061,"P00117,P00096",27/11/2025,ST
INV01166,C01027,"P00023,P00523",27/04/2024,ST
INV01167,C00512,"P00382,P00380,P00337",08/08/2024,TKO
INV01168,C00048,"P00117,P00096,P00036",02/12/2025,CYB
INV01169,C00223,"P00117,P00096,P00087,P00340",23/11/2025,CYB
INV01170,C00795,"P00117,P00096,P00207,P00302",06/06/2025,MK
INV01171,C00796,"P00498,P00219",04/02/2024,MK
INV01172,C00175,"P00175,P00328,P00271,P00125",25/07/2024,TKO
INV01173,C00801,"P00049,P00293,P00287",03/03/2025,ST
INV01174,C01018,P00064,08/03/2025,ST
INV01175,C00349,"P00453,P00206,P00418,P00054",15/03/2025,CYB
INV01176,C00063,"P00117,P00096,P00393,P00482",13/09/2024,TKO
INV01177,C00752,"P00219,P00278,P00267,P00269,P00539",28/03/2025,ST
INV01178,C00875,"P00117,P00096,P00021",21/01/2025,MK
INV01179,C01046,"P00124,P00199",31/08/2024,CYB
INV01180,C00616,"P00240,P00495,P00265",01/04/2024,CYB
INV01181,C00598,"P00346,P00114,P00206",07/08/2024,TKO
INV01182,C00349,P00198,23/10/2025,CYB
INV01183,C00863,"P00168,P00081,P00095,P00450,P00103",23/04/2025,MK
INV01184,C00147,"P00117,P00096,P00279",01/06/2025,MK
INV01185,C01030,"P00117,P00096,P00491,P00325",07/11/2025,CYB
INV01186,C00963,"P00399,P00392,P00372,P00018",14/03/2025,CYB
INV01187,C00969,"P00117,P00096,P00487",02/10/2024,MK
INV01188,C00908,"P00117,P00096",02/09/2025,MK
INV01189,C00739,"P00488,P00145,P00077,P00239",06/02/2025,CYB
INV01190,C00255,"P00290,P00418",16/06/2025,MK
INV01191,C00988,"P00409,P00135,P00304,P00289",24/03/2025,TKO
INV01192,C00453,"P00240,P00160,P00066,P00136",02/01/2025,MK
INV01193,C00865,"P00178,P00501,P00344",01/08/2024,TKO
INV01194,C00427,"P00117,P00096",18/11/2024,CYB
INV01195,C00217,P00337,06/03/2025,TKO
INV01196,C00861,"P00117,P00096",13/09/2024,CYB
INV01197,C01067,"P00462,P00315,P00002,P00025",13/03/2025,TKO
INV01198,C00911,"P00117,P00096,P00534",27/06/2024,TKO
INV01199,C00357,P00501,03/07/2024,TKO
INV01200,C00854,"P00086,P00469",08/02/2024,MK
INV01201,C00945,"P00105,P00010",28/11/2025,CYB
INV01202,C00243,"P00117,P00096,P00101",29/08/2025,MK
INV01203,C01048,P00034,07/06/2025,TKO
INV01204,C00752,"P00117,P00096,P00244,P00086",02/04/2024,MK
INV01205,C00469,"P00360,P00457,P00142,P00107,P00490",08/04/2025,ST
INV01206,C00873,"P00471,P00073,P00091,P00303,P00142",27/07/2025,MK
INV01207,C00855,"P00117,P00096,P00077",29/04/2025,TKO
INV01208,C00347,"P00117,P00096,P00031,P00514",09/08/2025,TKO
INV01209,C00209,"P00161,P00298,P00117,P00488",26/03/2025,TKO
INV01210,C01075,"P00117,P00096",11/05/2024,TKO
INV01211,C00977,"P00399,P00517,P00472",06/07/2025,ST
INV01212,C00891,"P00364,P00483,P00445,P00385,P00334",29/03/2025,TKO
INV01213,C00367,P00446,03/07/2025,CYB
INV01214,C00208,"P00471,P00162,P00538,P00410",24/01/2024,TKO
INV01215,C00483,"P00112,P00515,P00012",10/09/2024,TKO
INV01216,C00787,"P00288,P00458,P00395",23/03/2024,TKO
INV01217,C00715,"P00117,P00096,P00369",26/05/2025,MK
INV01218,C00695,"P00246,P00139,P00053,P00254,P00040",02/08/2024,CYB
INV01219,C01088,"P00123,P00538,P00032,P00332,P00468",24/10/2024,TKO
INV01220,C00867,P00372,13/11/2025,CYB
INV01221,C00157,"P00254,P00538",13/01/2025,TKO
INV01222,C01079,"P00106,P00219,P00208",10/10/2024,CYB
INV01223,C00870,"P00442,P00029,P00508,P00035",30/07/2025,ST
INV01224,C00102,"P00513,P00058,P00353",26/07/2024,MK
INV01225,C00905,"P00156,P00537",26/07/2025,CYB
INV01226,C00836,P00383,29/10/2024,TKO
INV01227,C00392,"P00271,P00214,P00004,P00021,P00151",10/03/2024,ST
INV01228,C00425,"P00151,P00031,P00279",15/01/2025,CYB
INV01229,C00223,P00316,29/01/2024,TKO
INV01230,C00167,"P00377,P00139",26/04/2025,TKO
INV01231,C00837,"P00117,P00096,P00449,P00479",23/08/2024,TKO
INV01232,C00043,"P00420,P00254",21/02/2024,TKO
INV01233,C00576,"P00357,P00174,P00088,P00219,P00445",19/07/2025,CYB
INV01234,C00070,"P00117,P00096,P00050,P00052",13/09/2025,TKO
INV01235,C00097,"P00055,P00008,P00260",13/02/2024,MK
INV01236,C00552,"P00319,P00069,P00359,P00442",06/04/2025,TKO
INV01237,C00203,"P00117,P00096,P00112,P00335",11/10/2024,ST
INV01238,C00279,"P00117,P00096",09/02/2024,TKO
INV01239,C00905,"P00117,P00096",04/03/2025,ST
INV01240,C01052,"P00179,P00363",13/02/2024,TKO
INV01241,C01074,"P00464,P00003,P00390",28/09/2025,TKO
INV01242,C00586,"P00378,P00154,P00314,P00182,P00004",01/08/2024,MK
INV01243,C00945,P00072,01/04/2025,TKO
INV01244,C00491,"P00421,P00032",27/06/2025,CYB
INV01245,C01071,"P00117,P00096,P00267",10/04/2024,TKO
INV01246,C00801,"P00156,P00534,P00181",27/11/2025,MK
INV01247,C00005,"P00065,P00282",11/10/2025,CYB
INV01248,C00793,"P00358,P00330,P00287",09/12/2025,MK
INV01249,C00707,"P00117,P00096,P00223",11/06/2025,CYB
INV01250,C00119,"P00117,P00096,P00122",02/12/2024,ST
INV01251,C00475,"P00317,P00256,P00271,P00473,P00158",12/11/2024,CYB
INV01252,C00107,P00223,07/07/2024,TKO
INV01253,C00839,"P00132,P00535",19/05/2024,CYB
INV01254,C00547,"P00366,P00119",01/07/2024,CYB
INV01255,C01029,"P00117,P00096,P00323,P00474",23/02/2024,ST
INV01256,C00105,P00186,18/01/2025,ST
INV01257,C00113,"P00117,P00096",19/10/2024,MK
INV01258,C00070,P00438,09/05/2025,TKO
INV01259,C00224,"P00061,P00012,P00180,P00156,P00410",16/02/2024,MK
INV01260,C00852,"P00279,P00113,P00212,P00363",08/04/2025,CYB
INV01261,C01133,"P00117,P00096,P00144,P00534",25/05/2025,MK
INV01262,C00406,"P00162,P00319",13/11/2025,ST
INV01263,C00783,"P00220,P00372,P00111,P00375",22/09/2025,ST
INV01264,C00830,"P00235,P00376",15/09/2024,CYB
INV01265,C01084,"P00117,P00096",25/07/2025,TKO
INV01266,C00098,"P00338,P00417,P00057,P00174",01/07/2025,MK
INV01267,C00599,"P00136,P00049,P00427,P00051,P00046",07/10/2024,CYB
INV01268,C00309,"P00280,P00451,P00357",10/11/2025,MK
INV01269,C01026,"P00117,P00096,P00413",28/07/2024,ST
INV01270,C01124,"P00154,P00092,P00428,P00275,P00259",03/12/2024,MK
INV01271,C00411,"P00117,P00096",09/03/2024,TKO
INV01272,C00815,"P00214,P00435",01/03/2024,CYB
INV01273,C00286,"P00531,P00041,P00158",07/07/2025,ST
INV01274,C00911,P00394,18/02/2025,TKO
INV01275,C00720,"P00183,P00279,P00008,P00201",05/01/2025,TKO
INV01276,C00328,P00407,16/02/2024,MK
INV01277,C00801,"P00154,P00484,P00046",07/02/2024,TKO
INV01278,C00225,"P00195,P00420,P00187,P00013,P00030",02/03/2024,ST
INV01279,C00073,"P00515,P00219,P00408,P00343",20/06/2024,TKO
INV01280,C00333,"P00398,P00224,P00416,P00456",25/06/2024,CYB
INV01281,C00841,"P00278,P00276,P00006,P00079,P00344",09/06/2024,MK
INV01282,C01008,P00278,08/12/2025,ST
INV01283,C00409,P00281,10/07/2025,ST
INV01284,C00625,"P00172,P00475,P00081,P00218",09/12/2025,CYB
INV01285,C00419,"P00047,P00274",17/11/2025,ST
INV01286,C00333,"P00349,P00256",22/06/2025,TKO
INV01287,C00030,"P00117,P00096,P00005",18/05/2025,TKO
INV01288,C00602,"P00117,P00096,P00073,P00454",01/12/2025,ST
INV01289,C00314,"P00031,P00444",11/01/2024,TKO
INV01290,C01103,"P00161,P00421,P00440,P00203,P00028",22/07/2024,MK
INV01291,C00898,"P00117,P00096,P00364,P00138",10/06/2025,ST
INV01292,C00611,"P00044,P00124,P00054,P00238,P00433",02/07/2024,MK
INV01293,C00177,"P00117,P00096,P00259,P00527",09/10/2025,TKO
INV01294,C00617,"P00005,P00185,P00345,P00178,P00403",05/12/2024,TKO
INV01295,C00743,"P00370,P00380,P00291,P00481",01/06/2025,TKO
INV01296,C00897,"P00117,P00096,P00195,P00008",17/07/2024,MK
INV01297,C00125,"P00355,P00378,P00090",05/11/2025,ST
INV01298,C01132,"P00248,P00403,P00200,P00352,P00049",11/10/2025,TKO
INV01299,C00037,"P00117,P00096,P00429,P00132",11/03/2025,TKO
INV01300,C00214,"P00117,P00096",28/09/2024,TKO
INV01301,C00633,"P00381,P00169,P00411,P00357",04/10/2024,TKO
INV01302,C00984,"P00111,P00313,P00151,P00302",28/10/2024,TKO
INV01303,C00859,"P00159,P00145,P00503,P00509,P00232",07/06/2025,TKO
INV01304,C00123,"P00037,P00284,P00096",14/04/2025,MK
INV01305,C00723,"P00228,P00154,P00147,P00335",29/08/2024,MK
INV01306,C00060,"P00117,P00096,P00066,P00424",18/04/2024,CYB
INV01307,C00720,"P00199,P00494,P00261,P00280,P00463",22/03/2025,MK
INV01308,C00622,"P00235,P00406,P00229,P00220",03/10/2024,MK
INV01309,C01095,"P00117,P00096,P00246",15/02/2025,CYB
INV01310,C00132,"P00434,P00392,P00246",16/12/2025,TKO
INV01311,C00845,"P00117,P00096,P00012",01/02/2025,TKO
INV01312,C00816,"P00117,P00096,P00351",08/10/2025,ST
INV01313,C00934,"P00117,P00096",21/05/2024,MK
INV01314,C00020,"P00214,P00463",28/08/2024,TKO
INV01315,C00124,"P00117,P00096",04/04/2025,CYB
